episode,total_reward
844,-30.353710039561037
845,-58.95078648979946
846,-29.148849624886857
847,-17.204698224622
848,-25.155456162335383
849,-33.80110120488783
850,-28.778467254546065
851,-26.689601039263614
852,-35.93771156831851
853,-23.312661453996927
854,-31.514795571180628
855,-29.347028917709636
856,-24.327192565759148
857,-29.407693122926737
858,-27.490736612381315
859,-19.780303356437397
860,-28.779393032105986
861,-28.70462252656945
862,-24.270314677948367
863,-41.639541773340255
864,-16.631166758854963
865,-43.847806591233905
866,-30.810202729308998
867,-17.18226866838564
868,-23.354313895774222
869,-19.335030316455043
870,-17.275072510157823
871,-24.084451568583717
872,-22.09998827021908
873,-41.14451871782657
874,-19.253520718909076
875,-27.05322184121701
876,-44.94452270386942
877,-17.381749452257086
878,-29.04223814494624
879,-25.01768812594787
880,-24.49089444370034
881,-25.062095031978167
882,-22.09942565334648
883,-30.94097781288555
884,-21.174023100747192
885,-33.48520947614262
886,-26.88412142036485
887,-27.353805496558927
888,-30.902810202117955
889,-18.66393565381154
890,-23.028768208177972
891,-30.579947083987353
892,-31.71860274340185
893,-18.006659486046217
894,-30.11011057291006
895,-38.99523597338525
896,-24.48001364190297
897,-39.583319972818465
898,-19.731563865568447
899,-28.762384920078073
900,-18.33452863717209
901,-20.701834003676524
902,-24.064252340545224
903,-16.410451761200953
904,-22.300858912843182
905,-23.446217826335175
906,-24.45971522854204
907,-26.48965104521265
908,-19.784493994884393
909,-20.495049302283956
910,-22.162380121050408
911,-23.185490835875093
912,-20.644194499397017
913,0
914,-21.384817378755493
915,-19.96711668137688
916,-23.56339269948551
917,-19.319041974285156
918,-19.55281863082923
919,-19.748306988679303
920,-23.722870657428277
921,-23.188078503281147
922,-23.305734053900153
923,-15.932442120290554
924,-17.919270549151733
925,-18.302229450274574
926,-20.577008502166226
927,-21.25316542320583
928,-20.119835487922657
929,-23.710192989975397
930,-21.54788837790114
931,-19.128825798100298
932,-36.46548714770513
933,-32.86757414355573
934,-31.17511650963241
935,-25.20981714436656
936,-28.62885571375235
937,-33.17436975514039
938,-19.306716952498796
939,-22.06231389400625
940,-23.463287290686438
941,-54.40132482228876
942,-35.37989841170157
943,-25.205981841087507
944,-25.93447048101932
945,-20.002844005153754
946,-28.62154083058547
947,-41.77754901547406
948,-32.83807953742318
949,-51.04440299852569
950,-28.94303201797284
951,-25.721405710256374
952,-29.924133353768596
953,-19.15401722894098
954,-20.683806368981266
955,-22.131221024144494
956,-16.493088854594458
957,-26.53417677055178
958,-23.847465028692522
959,-27.028113660773037
960,-32.36752736002341
961,-26.304628608299907
962,-23.396517839467652
963,-22.58976913864732
964,-21.23149322019333
965,-39.218955247212676
966,-24.89221481588507
967,-19.278038722730663
968,-24.366641679527987
969,-27.601206976620162
970,-24.85083098658179
971,-28.716134085724597
972,-32.108537405715325
973,-24.347703073367917
974,-39.53606587586808
975,-23.456069743951705
976,-42.35399914356971
977,-24.307493906743375
978,-34.21124768006238
979,-39.30499728976082
980,-25.902646241347636
981,-42.10313666552982
982,-36.845060611156896
983,-29.05986620063397
984,-26.872760026408383
985,-28.775841650644644
986,-30.698505870307315
987,-33.54877152102122
988,-27.29355381873063
989,-28.519681342994776
990,-28.608715329685467
991,-29.644684037361124
992,-42.86132830093473
993,-17.366927288916685
994,-29.403066645726682
995,-30.601265748354002
996,-21.26799084963665
997,-26.679534203820324
998,-20.410806469757354
999,-30.82737556063106
1000,-27.268817860704516
1001,-27.43820552759057
1002,-18.256952269294775
1003,-16.75950829724283
1004,-28.039290498976925
1005,-35.271793458242655
1006,-32.1480571553393
1007,-19.307915368136022
1008,-25.453871612027527
1009,-28.056844755407692
1010,-26.68958042268001
1011,-31.826973571013884
1012,-26.47630749947932
1013,-27.417725422999197
1014,-28.167046589849353
1015,-20.44632878583474
1016,-27.028583830077125
1017,-27.489304318445974
1018,-24.56802625569452
1019,-26.29881071169381
1020,-16.064677453062153
1021,-32.18184806549375
1022,-16.79998449191728
1023,-20.398246249351217
1024,-27.54007576648793
1025,-18.312438323452753
1026,-23.226525068457036
1027,-19.501070008594894
1028,-21.853905629458236
1029,-31.117557025997602
1030,-23.28029112953962
1031,-23.91022185666386
1032,-29.73319957588458
1033,-20.26254012199917
1034,-30.01129315510253
1035,-16.84079372070918
1036,-30.765325864577008
1037,-30.87300064180702
1038,-26.20111193196408
1039,-22.974948412718298
1040,-25.066418913245506
1041,-23.851926418231102
1042,-37.65567329449544
1043,-27.399451486031722
1044,-28.5596568109328
1045,-37.656883014989056
1046,-35.213456403098014
1047,-16.083119124914766
1048,-29.05256387896323
1049,-17.6653081847599
1050,-18.3333198805037
1051,-31.381874723292796
1052,-29.049606429362505
1053,-34.098696031306005
1054,-35.42742622753153
1055,-18.889665932716227
1056,-19.35947330394621
1057,-18.79125807582382
1058,-24.785506745877317
1059,-26.752299747172643
1060,-22.925648772083616
1061,-29.92592993444147
1062,-26.47037822384835
1063,-19.03614630376692
1064,-27.209583089103653
1065,-23.36124008159726
1066,-24.399645805115867
1067,-30.041055321496238
1068,-31.712056903570492
1069,-17.906900549789
1070,-21.54048506204085
1071,-36.59329891466583
1072,-28.789116387062126
1073,-26.149449697983744
1074,-24.36079894803872
1075,-25.897170238536596
1076,-35.3057782479234
1077,-18.160393156738806
1078,-20.382654162607196
1079,-19.120648445519542
1080,-17.616122003449632
1081,-28.29080337585158
1082,-33.59310819512832
1083,-32.924630037693404
1084,-30.234322512075174
1085,-30.092756680359365
1086,-34.95877306687994
1087,-22.26442942125826
1088,-33.72293795949129
1089,-47.440052338290656
1090,-32.77743918525028
1091,-24.277320037053393
1092,-15.726500772148
1093,-33.27956029897817
1094,-26.590960817854445
1095,-16.140348247732355
1096,-28.17514329670658
1097,-23.135770823683515
1098,-23.4113329941668
1099,-21.93111926708155
1100,-19.330572746110285
1101,-17.706633889320756
1102,-27.54843587916062
1103,-34.037737347816446
1104,-27.22199716503935
1105,-34.11187815956228
1106,-28.736385687850223
1107,-25.477752064850044
1108,-19.72508401577842
1109,-19.98555069398023
1110,-30.656809263454747
1111,-46.01593252108491
1112,-18.068798498312663
1113,-34.39077556232365
1114,-37.258113321801744
1115,-28.281259611305472
1116,-29.320971038448334
1117,-30.070181046922734
1118,-23.20017732188325
1119,-31.25204801652694
1120,-16.804793808763588
1121,-28.49011640844047
1122,-30.700291034705735
1123,-22.59313488837695
1124,-20.66044953439379
1125,-29.89358779532519
1126,-28.954422668640746
1127,-31.525114471113337
1128,-28.176988636680086
1129,-31.6567451046564
1130,-26.65341735901665
1131,-16.441198123790443
1132,-29.199965055719808
1133,-25.777419359228467
1134,-19.526733475523223
1135,-14.956943006903273
1136,-22.49603683316807
1137,-25.549868707929498
1138,-18.36816157240652
1139,-19.48006951135552
1140,-20.928445017383407
1141,-16.321387312279224
1142,-29.575944849591593
1143,-24.268533301027112
1144,-26.645838484743543
1145,-15.763044553572843
1146,-22.26723225304866
1147,-21.874134876642195
1148,-27.34738987828598
1149,-31.547071503321696
1150,-31.862232803012443
1151,-19.278057896515786
1152,-16.45999116675665
1153,-28.091953877364062
1154,-20.180520218145254
1155,-24.500902050260642
1156,-14.788333698035144
1157,-16.520793317142655
1158,-16.237795474247168
1159,-17.152714765378526
1160,-13.961006855435159
1161,-22.292659974081754
1162,-16.940517430579842
1163,-19.745494455823135
1164,-22.101903536602833
1165,-16.870712953957977
1166,-20.159755166026592
1167,-24.465311342549256
1168,-19.73978414989381
1169,-16.100950046528197
1170,-17.360295181168546
1171,-17.56342657540742
1172,-18.469261479068663
1173,-19.777548940245367
1174,-18.385490307142653
1175,-18.04220124345584
1176,-18.12253003970909
1177,-16.77681877271076
1178,-19.313273918834472
1179,-15.009541842828979
1180,-14.032267377906656
1181,-13.306146321093653
1182,-15.672561323406388
1183,-13.794225908551645
1184,-14.439857207878017
1185,-17.47545321565542
1186,-16.714319327845576
1187,-17.16782990470934
1188,-16.756784803174057
1189,-16.48617363209801
1190,-15.0083271473403
1191,-16.33269085936984
1192,-18.17629045893402
1193,-16.162365294076277
1194,-17.711783366551167
1195,-16.938880988499783
1196,-14.467406761248254
1197,-18.704826163332797
1198,-17.06414580387645
1199,-17.90099572989836
1200,-18.05563767767353
1201,-16.262178107259302
1202,-15.94814909340298
1203,-16.215584658189155
1204,-13.83141294340716
1205,-15.168713993630838
1206,-15.804880375013447
1207,-16.4854566715976
1208,-19.714166290075013
1209,-21.58955456455207
1210,-19.304988741590954
1211,-18.711940947998905
1212,-18.410186056320335
1213,-22.864914848381378
1214,-17.32412940708728
1215,-19.967004960284783
1216,-18.626986671319223
1217,-15.194855445939876
1218,-18.404837094303296
1219,-18.850359930496047
1220,-18.910305629232216
1221,-19.241084085361052
1222,-20.171505408852866
1223,-19.67515704895711
1224,-15.51445214700632
1225,-16.824756951423836
1226,-16.29291164198957
1227,-13.784139696750497
1228,-15.337795077915143
1229,-15.639685100960493
1230,-13.342175327904224
1231,-13.304250245477439
1232,-14.404059670710122
1233,-17.047561812295868
1234,-15.760113223926485
1235,-18.148092284845717
1236,-16.950936118210716
1237,-16.37312678379898
1238,-17.921872570482634
1239,-17.43117922692928
1240,-16.915382397399604
1241,-17.041252295039083
1242,-15.362033734952497
1243,-15.034067328646136
1244,-16.937511736597195
1245,-18.1699196366612
1246,-18.26328593760481
1247,-18.442107136254503
1248,-14.818099317295147
